id,fecha_instalacion,nombre,zona,departamento,latitud,longitud,MQ2,MQ7,MQ135
1,03/04/2024,UNIFRANZ,Ceja,La Paz,-16.5086489,-68.166377,916,56,311,7,126,7
2,23/05/2024,Puente,Ceja,La Paz,-16.503809,-68.1637592,942,94,196,04,65,97
3,23/05/2024,Cruz Papal,Ceja,La Paz,-16.5018025,-68.168708,879,98,281,114,97
