id,fecha_inst,nombre,departamento,latitud,longitud,mq2,mq7,mq135,fecha_actualizacion
1,5/31/2024,UNIFRANZ,La Paz,-16.50857874569363,-68.16654211351643,330.611877133106,563.163242320819,1774.18606779661,11:04:10.28
2,5/31/2024,AV. KILOMETRO 7,La Paz,-16.509482077146394,-68.167480,309.497574626866,423.803198529412,1633.65733590734,11:30:16.98
3,5/31/2024,AEROPUERTO,La Paz,-16.508548456115395,-68.17409013469357,287.550409556314,526.029140893471,1869.88924398626,12:30:48.00
